GENERO,ADMINISTRACAO,ALGORITMOS_DE_PROGRAMACAO,ALGORITMOS_DE_PROGRAMACAO_I,ALGORITMOS_DE_PROGRAMACAO_II,ALGORITMOS_E_PROGRAMACAO_DE_COMPUTADORES,ANALISE_E_PROJETO_DE_SISTEMAS,ANALISE_E_PROJETO_DE_SISTEMAS_I,ANATOMIA_GERAL_E_PRIMEIROS_SOCORROS,ANATOMIA_VETERINARIA_,ANTROPOLOGIA_E_SOCIOLOGIA,ANTROPOLOGIA_SOCIOLOGIA_E_SAUDE_DO_AMBIENTE_,APLICATIVOS_MOVEIS,ARQUITETURA_DE_COMPUTADORES,ARQUITETURA_DE_REFERENCIA_PARA_OS_NEGOCIOS,ARQUITETURA_E_ORGANIZACAO_DE_COMPUTADORES,ATIVIDADE_FISICA_E_APTIDAO_FISICA,ATIVIDADES_AQUATICAS_I,ATIVIDADES_GINASTICAS_-_ARTISTICA_E_RITMICA,ATIVIDADES_RITMICAS_E_DANCA,BANCO_DE_DADOS,BANCO_DE_DADOS_I,BEM_ESTAR_ANIMAL,BIOLOGIA_CELULAR_HISTOLOGIA_E_EMBRIOLOGIA_VETERINARIA,BIOQUIMICA_VETERINARIA_,BIOTERISMO,BUSINESS_ANALYTICS,CALCULO_DIFERENCIAL_E_INTEGRAL,CALCULO_DIFERENCIAL_E_INTEGRAL_I,CALCULO_DIFERENCIAL_E_INTEGRAL_II,CIENCIA_DOS_MATERIAIS,COMPORTAMENTO_HUMANO_NAS_ORGANIZAC†ES,COMPUTACAO_GRAFICA,COMUNICACAO_E_CULTURA_DIGITAL,COMUNICACAO_E_EXPRESSAO,COMUNICACAO_EMPRESARIAL,COMUNICACAO_EMPRESARIAL_E_PROFISSIONAL,COMUNICACAO_INSTITUCIONAL,COMUNICACAO_PROFISSIONAL,CONTABILIDADE_BASICA_E_GESTAO_DE_CUSTOS,CONTABILIDADE_E_ANALISE_DE_CUSTOS,CRIATIVIDADE_E_EXPRESSAO,CULTURA_STARTUP,DEONTOLOGIA_E_ETICA_PROFISSIONAL,DESENHO_TECNICO,DESENVOLVIMENTO_DE_SISTEMAS_COM_PHP,DESENVOLVIMENTO_DE_SOFTWARE,DESENVOLVIMENTO_E_APRENDIZAGEM_MOTORA,DESENVOLVIMENTO_GERENCIAL,DESENVOLVIMENTO_PESSOAL,DESIGN_DE_INTERACAO,DIREITO_E_LINGUAGEM,DIREITO_E_PSICOLOGIA,ECONOMIA_E_NEGOCIOS_INTERNACIONAIS,ELETRICIDADE,ELETRICIDADE_E_ELETROMAGNETISMO,ELETRONICA_ANALOGICA,ELETRONICA_DIGITAL,EMPREENDEDORISMO_E_PLANO_DE_NEGOCIOS,EMPREENDEDORISMO_I,ENGENHARIA_DE_SOFTWARE,EPISTEMOLOGIA_FILOSOFIA_POLITICA_E_TEORIAS_DA_JUSTICA,ESPORTE_COLETIVO_-_BASQUETE,ESPORTE_COLETIVO_-_HANDEBOL,ESPORTE_COLETIVO_-_VOLEIBOL,ESTATISTICA,ESTRATEGIAS_DE_PRODUCAO_INDUSTRIAL,ESTRUTURA_DE_DADOS_I,ESTRUTURA_DE_DADOS_II,FILOSOFIA_E_ETICA,FISICA_A,FISICA_I,FISICA_II,FISICA_PARA_JOGOS_DIGITAIS,FISIOLOGIA_HUMANA_E_BIOQUIMICA,FOTOJORNALISMO,FUNDAMENTOS_DA_ADMINISTRACAO,FUNDAMENTOS_DA_ENGENHARIA_DE_PRODUCAO,FUNDAMENTOS_DA_MATEMATICA,FUNDAMENTOS_DE_ADMINISTRACAO,FUNDAMENTOS_DE_SISTEMAS_DE_INFORMACAO,GENETICA_APLICADA_ú_MEDICINA_VETERINARIA_,GEOMETRIA_ANALITICA_E_ALGEBRA_LINEAR,GESTAO_COMERCIAL,GESTAO_DE_PROJETOS,GESTAO_DE_SISTEMAS_DE_INFORMACAO,GESTAO_ESTRATEGICA_DE_EMPREENDIMENTOS,GOVERNANCA_DE_TI,HISTORIA_CONTEMPORANEA_DO_BRASIL,HISTORIA_DA_ARTE_E_DA_CULTURA,HISTORIA_DA_COMUNICACAO,HUMANIDADES,INFRAESTRUTURA_TECNOLOGICA,INTRODUCAO_ú_ENGENHARIA,INTRODUCAO_ú_ENGENHARIA_,INTRODUCAO_ú_ENGENHARIA_DA_COMPUTACAO,INTRODUCAO_ú_MEDICINA_VETERINARIA_E_ZOOTECNIA,INTRODUCAO_ú_PROGRAMACAO,INTRODUCAO_AO_JORNALISMO_E_LEGISLACAO,JORNALISMO_DIGITAL_I,JORNALISMO_GRAFICO_I,LIBRAS,LINGUA_PORTUGUESA_I,LINGUA_PORTUGUESA_II,LINGUAGEM_DE_PROGRAMACAO_EM_C,LINGUAGEM_DE_PROGRAMACAO_I,LINGUAGEM_DE_PROGRAMACAO_II,LOCALIZACAO,LOCALIZACAO_AVANCADA,LOGICA_MATEMATICA,LOGICA_MATEMATICA_I,LOGICA_MATEMATICA_II,MARKETING_E_GESTAO_DE_QUALIDADE_EM_HOSPITALIDADE,MATEMATICA,MATEMATICA_APLICADA,MATEMATICA_APLICADA_AOS_NEGOCIOS,MATEMATICA_DISCRETA,MEDIC†ES_E_CALIBRACAO,METODOLOGIA_CIENTIFICA,METODOLOGIA_DE_PROJETOS,METODOLOGIA_DO_TRABALHO_ACADEMICO,METODOS_QUANTITATIVOS_I,NOVO_AMBIENTE_ORGANIZACIONAL,NUTRICAO_E_DIETETICA,OFICINA_DE_BANCO_DE_DADOS,OFICINA_DE_MATEMATICA,OFICINA_DE_PROGRAMACAO_I,OFICINA_DE_PROGRAMACAO_II,ORIENTACAO_A_OBJETOS,PESSOAS_BENS_E_NEGOCIO_JURIDICO,PLANEJAMENTO_ARQUITETONICO_E_MANUTENCAO,PLANEJAMENTO_E_ORGANIZACAO_DE_EVENTOS,PLANEJAMENTO_GRAFICO,POLITICA_ESTADO_E_CONSTITUICAO,PRATICAS_DE_COZINHA_E_PRODUCAO_DE_ALIMENTOS_E_BEBIDAS,PRE-CALCULO,PRODUCAO_MULTIMIDIA,PROGRAMACAO_DE_COMPUTADORES,PROGRAMACAO_E_CALCULO_NUMERICO,PROGRAMACAO_I,PROGRAMACAO_II,QUIMICA_TECNOLOGICA,RACIOCINIO_LOGICO,RADIOJORNALISMO_I,REDACAO_JORNALISTICA,REDE_DE_COMPUTADORES_I,REDES_DE_COMPUTADORES,REPRESENTACAO_E_MODELAMENTO_GEOMETRICO,SAUDE_PUBLICA_APLICADA_ú_MEDICINA_VETERINARIA,SEGURANCA_E_HIGIENE_DE_ALIMENTOS,SISTEMAS_CONVERGENTES,SISTEMAS_CORPORATIVOS,SISTEMAS_DE_INFORMACAO,SISTEMAS_EMBARCADOS,SISTEMAS_EMBARCADOS_I_,SISTEMAS_FINANCEIROS,SISTEMAS_OPERACIONAIS,SISTEMAS_OPERACIONAIS_I,SISTEMAS_OPERACIONAIS_II,SOCIOLOGIA_DA_COMUNICACAO,TECNICA_HOSPITALAR_VETERINARIA,TECNICAS_DE_APURACAO,TECNICAS_DE_SERVICO_EM_HOSPITALIDADE,TELEJORNALISMO_I,TEORIA_E_HISTORIA_DO_DIREITO,TEORIA_GERAL_DA_ADMINISTRACAO,TEORIAS_DA_COMUNICACAO,TOPICOS_ESPECIAIS_EM_SOFTWARE,TOPOGRAFIA,TRABALHO_DE_CONCLUSAO_DE_CURSO,TRABALHO_DE_ENGENHARIA_DA_COMPUTACAO,TRABALHO_INTERDISCIPLINAR_I,Situacao
M,?,?,?,?,?,7.375,?,?,?,?,?,?,8.5,9.25,?,?,?,?,?,7.75,?,?,?,?,?,10,?,?,?,?,?,?,?,7.115,?,?,?,?,?,?,?,8.625,?,?,?,9,?,?,?,7.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.075,?,?,8.15,?,?,?,?,4.6,?,?,?,?,?,?,?,?,8.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.8,?,?,?,8.025,?,?,?,?,?,2.75,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,9.125,9.5,8.5,8.5,?,?,4.725,?,?,?,?,?,?,?,?,?,?,8.5,?,9.1,?,?,Ativo
F,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,7.425,?,?,?,?,?,7.5,5.325,9.125,?,?,?,?,?,7.75,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8,?,?,?,?,?,?,?,?,?,7.1,?,?,?,?,8.25,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.475,?,?,?,?,1000.4,?,?,?,6.6,?,?,?,?,?,7.25,?,?,?,?,?,?,?,?,?,?,?,?,?,7.125,?,?,?,?,?,?,?,9.125,10,8.375,7.675,?,?,6.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,7,2.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,?,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,5.925,?,?,?,?,?,0,8.8,9.25,?,?,?,?,?,7.25,?,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.625,?,?,?,8.9,?,?,?,7.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.575,?,?,8.75,?,?,?,?,4.125,?,?,?,?,?,?,?,?,7.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.7,?,?,?,6.8,?,?,?,?,?,2.125,?,?,?,?,?,?,?,?,?,?,?,?,?,7.3,?,?,?,?,?,?,?,9.225,9.375,8.5,8.5,?,?,5.175,?,?,?,?,?,?,?,?,?,?,8.375,?,9.1,?,?,Ativo
M,?,?,?,?,7,7.8,?,?,?,?,?,8.5,5.3,?,?,?,?,?,?,8.75,?,?,?,?,?,?,2.925,?,?,?,?,?,?,7.76,?,?,?,?,?,?,?,?,?,?,?,7.2,?,?,?,6.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.75,?,?,?,4.925,?,?,?,?,7.6,?,?,?,8,?,?,?,?,?,9.25,?,?,?,?,?,?,0.8,?,?,?,?,?,7.05,7.9,?,?,?,?,?,?,?,?,?,8.025,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.625,?,Ativo
M,?,?,?,?,?,9.625,?,?,?,?,?,10,8.175,9.125,?,?,?,?,?,9.2,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,9.5,?,?,?,9.375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.15,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,9.9,?,?,?,?,10,?,?,?,7.8,?,?,?,?,?,9.5,?,?,?,?,?,?,?,?,?,?,?,?,?,8.2,?,?,?,?,?,?,?,9.625,9.65,9.5,9.75,?,?,9.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,1.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,7.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,7.7,?,?,?,?,?,10,8.125,9.5,?,?,?,?,?,8.075,?,?,?,?,?,?,?,?,?,?,?,?,?,7.3,?,?,?,?,?,?,?,?,?,?,?,9.2,?,?,?,8.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.4,?,?,?,?,?,?,?,?,?,8.1,?,?,?,?,8.275,?,?,?,?,?,?,?,7.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.4,?,?,?,?,8650,?,?,?,7.95,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,9.125,9.5,9.375,7.775,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,3.775,?,?,?,?,?,0.25,7.275,?,?,?,?,?,?,6.35,?,?,?,?,?,?,?,?,?,?,?,?,?,6.3,?,?,?,?,?,?,?,?,?,?,?,3.2,?,?,?,7.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,8680,?,?,?,7.525,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,8.25,?,?,?,?,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.6,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.6,?,?,?,?,7.6,?,?,?,8.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.7,?,?,?,?,?,?,?,?,?,8.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,6.375,?,?,?,?,?,5.9375,7.5,?,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,7.7,?,?,?,?,?,?,?,?,?,?,?,6.025,?,?,?,7.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.075,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.525,?,?,?,?,8.1,?,?,?,7.475,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,7.375,?,?,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,?,?,?,?,?,?,7.625,6.475,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.15,?,?,?,8.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.275,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,9.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,7.375,?,?,?,?,?,7.5,7.475,9.125,?,?,?,?,?,8.05,?,?,?,?,?,?,?,?,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,9.075,?,?,?,8.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,7.6,?,?,?,?,7.825,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,5885,?,?,?,7.95,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,9.125,7.5,9,8.75,?,?,8.275,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,7.9,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.55,2.15,?,?,?,?,?,?,6.4,?,?,?,4.25,?,?,4.15,?,?,?,?,?,3.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.375,?,?,?,?,?,?,?,7.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,?,?,?,?,5.3,5.3,?,3.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,?,?,?,?,?,?,?,?,?,6.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,9.175,?,?,?,?,?,8.25,8.9,?,?,?,?,?,?,9.75,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,?,?,?,?,7.325,?,?,?,8.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.45,?,?,?,?,7.8,?,?,?,8.125,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,9.625,?,?,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,7.5,?,?,?,?,?,1,5.6,?,?,?,?,?,?,5.75,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,?,?,?,?,?,?,?,?,?,?,?,1.75,?,?,?,7.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.075,?,?,?,?,5.8,?,?,?,7.425,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?,7.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,7.875,?,?,?,?,?,7.925,7.8,?,?,?,?,?,?,7.125,?,?,?,?,?,?,?,?,?,?,?,?,?,3.7,?,?,?,?,?,?,?,?,?,?,?,4.05,?,?,?,7.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,5.3,?,?,?,8.35,?,?,?,?,?,7.5,?,?,?,?,?,?,?,?,?,?,?,?,?,6,?,?,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
F,?,?,?,?,?,7,?,?,?,?,?,7.3,9.075,?,?,?,?,?,?,7.875,?,?,?,?,?,?,?,?,?,?,?,?,?,7.7,?,?,?,?,?,?,?,?,?,?,?,8.7,?,?,?,7.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.325,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.3,?,?,?,?,6.4,?,?,?,7.7,?,?,?,?,?,8.375,?,?,?,?,?,?,?,?,?,?,?,?,?,8.375,?,?,?,?,?,?,?,?,?,8.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
F,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
M,?,?,?,?,?,5.45,?,?,?,?,?,1,7.025,?,?,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?,?,3.3,?,?,?,?,?,?,?,?,?,?,?,4,?,?,?,6.125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.7,?,?,?,?,6.1,?,?,?,3.55,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,?,?,?,?,5.125,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ativo
M,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Evadido
